"app_group_art_value","node","node_next","route_application","total_application","appeal_application","interview_application","rce_application"
"1725","RCE","Not Allowed","676","1812","24","1111","677"
"1725","Interview","Not Allowed","549","1812","24","1111","677"
"1725","Application Filed","Not Allowed","177","1812","24","1111","677"
"1725","Application Filed","Allowed","378","1812","24","1111","677"
"1726","Interview","Allowed","322","1962","33","1036","893"
"1726","RCE","Not Allowed","893","1962","33","1036","893"
"1726","Interview","Not Allowed","714","1962","33","1036","893"
"1726","Application Filed","Allowed","32","1962","33","1036","893"
"1726","Application Filed","Not Allowed","222","1962","33","1036","893"
"1726","Appeal","Allowed","6","1962","33","1036","893"
"1726","Appeal","Not Allowed","27","1962","33","1036","893"
"1727","RCE","Not Allowed","778","2049","32","1238","779"
"1727","Appeal","Not Allowed","21","2049","32","1238","779"
"1727","Interview","Allowed","559","2049","32","1238","779"
"1727","Application Filed","Not Allowed","125","2049","32","1238","779"
"1727","Appeal","Partially Allowed","1","2049","32","1238","779"
"1727","Appeal","Allowed","10","2049","32","1238","779"
"1727","Application Filed","Allowed","235","2049","32","1238","779"
"1727","RCE","Allowed","1","2049","32","1238","779"
"1727","Interview","Not Allowed","679","2049","32","1238","779"
"1728","Appeal","Not Allowed","1","483","1","284","198"
"1728","Application Filed","Not Allowed","29","483","1","284","198"
"1728","Interview","Not Allowed","203","483","1","284","198"
"1728","RCE","Not Allowed","198","483","1","284","198"
"1728","Interview","Allowed","81","483","1","284","198"
"1728","Application Filed","Allowed","7","483","1","284","198"
"1729","Appeal","Not Allowed","28","2070","33","1106","931"
"1729","Appeal","Allowed","5","2070","33","1106","931"
"1729","RCE","Not Allowed","930","2070","33","1106","931"
"1729","Interview","Not Allowed","730","2070","33","1106","931"
"1729","Application Filed","Not Allowed","127","2070","33","1106","931"
"1729","RCE","Allowed","1","2070","33","1106","931"
"1729","Application Filed","Allowed","273","2070","33","1106","931"
"1729","Interview","Allowed","376","2070","33","1106","931"
"1731","Appeal","Not Allowed","22","1426","26","744","656"
"1731","Application Filed","Not Allowed","215","1426","26","744","656"
"1731","RCE","Not Allowed","654","1426","26","744","656"
"1731","Interview","Not Allowed","321","1426","26","744","656"
"1731","Application Filed","Allowed","138","1426","26","744","656"
"1731","Interview","Allowed","423","1426","26","744","656"
"1731","Appeal","Allowed","4","1426","26","744","656"
"1731","RCE","Allowed","2","1426","26","744","656"
"1732","Appeal","Allowed","11","1369","26","871","472"
"1732","RCE","Not Allowed","472","1369","26","871","472"
"1732","Application Filed","Allowed","165","1369","26","871","472"
"1732","Application Filed","Not Allowed","167","1369","26","871","472"
"1732","Appeal","Not Allowed","15","1369","26","871","472"
"1732","Interview","Not Allowed","317","1369","26","871","472"
"1732","Interview","Allowed","554","1369","26","871","472"
"1733","RCE","Not Allowed","593","1485","40","852","593"
"1733","Application Filed","Allowed","66","1485","40","852","593"
"1733","Appeal","Allowed","12","1485","40","852","593"
"1733","Application Filed","Not Allowed","194","1485","40","852","593"
"1733","Interview","Allowed","467","1485","40","852","593"
"1733","Appeal","Not Allowed","28","1485","40","852","593"
"1733","Interview","Not Allowed","385","1485","40","852","593"
"1734","Application Filed","Allowed","165","1466","39","727","700"
"1734","RCE","Not Allowed","698","1466","39","727","700"
"1734","Appeal","Allowed","12","1466","39","727","700"
"1734","RCE","Allowed","2","1466","39","727","700"
"1734","Appeal","Not Allowed","27","1466","39","727","700"
"1734","Application Filed","Not Allowed","165","1466","39","727","700"
"1734","Interview","Not Allowed","291","1466","39","727","700"
"1734","Interview","Allowed","436","1466","39","727","700"
"1735","Appeal","Allowed","5","1863","34","1138","691"
"1735","Interview","Not Allowed","545","1863","34","1138","691"
"1735","RCE","Not Allowed","691","1863","34","1138","691"
"1735","Appeal","Not Allowed","29","1863","34","1138","691"
"1735","Interview","Allowed","593","1863","34","1138","691"
"1735","Application Filed","Allowed","164","1863","34","1138","691"
"1735","Application Filed","Not Allowed","189","1863","34","1138","691"
"1736","Application Filed","Not Allowed","225","1081","23","616","442"
"1736","Appeal","Partially Allowed","1","1081","23","616","442"
"1736","RCE","Not Allowed","441","1081","23","616","442"
"1736","Interview","Not Allowed","200","1081","23","616","442"
"1736","Interview","Allowed","416","1081","23","616","442"
"1736","RCE","Allowed","1","1081","23","616","442"
"1736","Appeal","Allowed","9","1081","23","616","442"
"1736","Application Filed","Allowed","460","1081","23","616","442"
"1736","Appeal","Not Allowed","13","1081","23","616","442"
"1737","Application Filed","Allowed","340","1012","21","528","463"
"1737","RCE","Allowed","2","1012","21","528","463"
"1737","Appeal","Not Allowed","13","1012","21","528","463"
"1737","Interview","Allowed","239","1012","21","528","463"
"1737","Appeal","Allowed","8","1012","21","528","463"
"1737","Application Filed","Not Allowed","169","1012","21","528","463"
"1737","RCE","Not Allowed","461","1012","21","528","463"
"1737","Interview","Not Allowed","289","1012","21","528","463"
"1738","Interview","Not Allowed","281","975","17","485","473"
"1738","Application Filed","Allowed","17","975","17","485","473"
"1738","RCE","Allowed","1","975","17","485","473"
"1738","Appeal","Not Allowed","13","975","17","485","473"
"1738","Appeal","Allowed","4","975","17","485","473"
"1738","Interview","Allowed","204","975","17","485","473"
"1738","RCE","Not Allowed","472","975","17","485","473"
"1738","Application Filed","Not Allowed","67","975","17","485","473"
"1741","RCE","Allowed","3","1370","44","729","597"
"1741","Appeal","Partially Allowed","1","1370","44","729","597"
"1741","Application Filed","Allowed","76","1370","44","729","597"
"1741","Interview","Allowed","308","1370","44","729","597"
"1741","Appeal","Allowed","14","1370","44","729","597"
"1741","Appeal","Not Allowed","29","1370","44","729","597"
"1741","Application Filed","Not Allowed","198","1370","44","729","597"
"1741","RCE","Not Allowed","594","1370","44","729","597"
"1741","Interview","Not Allowed","421","1370","44","729","597"
"1742","RCE","Not Allowed","544","1500","41","915","544"
"1742","Application Filed","Allowed","126","1500","41","915","544"
"1742","Interview","Not Allowed","370","1500","41","915","544"
"1742","Application Filed","Not Allowed","219","1500","41","915","544"
"1742","Appeal","Not Allowed","26","1500","41","915","544"
"1742","Appeal","Allowed","15","1500","41","915","544"
"1742","Interview","Allowed","545","1500","41","915","544"
"1743","Interview","Not Allowed","395","1426","15","894","517"
"1743","Interview","Allowed","499","1426","15","894","517"
"1743","Appeal","Allowed","6","1426","15","894","517"
"1743","RCE","Allowed","2","1426","15","894","517"
"1743","Appeal","Not Allowed","9","1426","15","894","517"
"1743","Application Filed","Allowed","305","1426","15","894","517"
"1743","RCE","Not Allowed","515","1426","15","894","517"
"1743","Application Filed","Not Allowed","214","1426","15","894","517"
"1744","Appeal","Not Allowed","14","1266","17","780","469"
"1744","Appeal","Allowed","3","1266","17","780","469"
"1744","Interview","Allowed","421","1266","17","780","469"
"1744","RCE","Not Allowed","469","1266","17","780","469"
"1744","Application Filed","Allowed","71","1266","17","780","469"
"1744","Interview","Not Allowed","359","1266","17","780","469"
"1744","Application Filed","Not Allowed","140","1266","17","780","469"
"1745","Interview","Allowed","372","1182","26","707","449"
"1745","Appeal","Allowed","4","1182","26","707","449"
"1745","Interview","Not Allowed","335","1182","26","707","449"
"1745","RCE","Not Allowed","449","1182","26","707","449"
"1745","Appeal","Not Allowed","22","1182","26","707","449"
"1745","Application Filed","Not Allowed","167","1182","26","707","449"
"1745","Application Filed","Allowed","164","1182","26","707","449"
"1746","Appeal","Not Allowed","18","1425","21","872","532"
"1746","Application Filed","Not Allowed","201","1425","21","872","532"
"1746","Interview","Allowed","583","1425","21","872","532"
"1746","Application Filed","Allowed","164","1425","21","872","532"
"1746","Interview","Not Allowed","289","1425","21","872","532"
"1746","Appeal","Partially Allowed","1","1425","21","872","532"
"1746","RCE","Not Allowed","532","1425","21","872","532"
"1746","Appeal","Allowed","2","1425","21","872","532"
"1747","Interview","Not Allowed","287","998","41","458","499"
"1747","Appeal","Not Allowed","35","998","41","458","499"
"1747","Application Filed","Not Allowed","166","998","41","458","499"
"1747","Application Filed","Allowed","61","998","41","458","499"
"1747","Appeal","Allowed","6","998","41","458","499"
"1747","RCE","Not Allowed","498","998","41","458","499"
"1747","Interview","Allowed","171","998","41","458","499"
"1747","RCE","Allowed","1","998","41","458","499"
"1748","Application Filed","Allowed","141","1646","35","916","695"
"1748","Interview","Not Allowed","366","1646","35","916","695"
"1748","Application Filed","Not Allowed","179","1646","35","916","695"
"1748","RCE","Allowed","2","1646","35","916","695"
"1748","Appeal","Allowed","6","1646","35","916","695"
"1748","Appeal","Not Allowed","29","1646","35","916","695"
"1748","RCE","Not Allowed","693","1646","35","916","695"
"1748","Interview","Allowed","550","1646","35","916","695"
"1749","Interview","Not Allowed","285","894","13","477","404"
"1749","RCE","Not Allowed","404","894","13","477","404"
"1749","Interview","Allowed","192","894","13","477","404"
"1749","Application Filed","Allowed","23","894","13","477","404"
"1749","Appeal","Not Allowed","6","894","13","477","404"
"1749","Application Filed","Not Allowed","162","894","13","477","404"
"1749","Appeal","Allowed","7","894","13","477","404"
"1754","Appeal","Not Allowed","6","444","8","236","200"
"1754","Interview","Not Allowed","147","444","8","236","200"
"1754","RCE","Not Allowed","200","444","8","236","200"
"1754","Application Filed","Allowed","15","444","8","236","200"
"1754","Appeal","Partially Allowed","1","444","8","236","200"
"1754","Appeal","Allowed","1","444","8","236","200"
"1754","Interview","Allowed","89","444","8","236","200"
"1754","Application Filed","Not Allowed","46","444","8","236","200"
"1757","Application Filed","Not Allowed","2",,,,
"1759","Appeal","Not Allowed","27","1523","35","772","716"
"1759","Interview","Not Allowed","385","1523","35","772","716"
"1759","Interview","Allowed","387","1523","35","772","716"
"1759","Application Filed","Allowed","147","1523","35","772","716"
"1759","Appeal","Allowed","8","1523","35","772","716"
"1759","RCE","Allowed","1","1523","35","772","716"
"1759","RCE","Not Allowed","715","1523","35","772","716"
"1759","Application Filed","Not Allowed","132","1523","35","772","716"
"1761","RCE","Not Allowed","1001","2348","74","1268","1006"
"1761","Appeal","Appeal dismissed","1","2348","74","1268","1006"
"1761","RCE","Allowed","5","2348","74","1268","1006"
"1761","Appeal","Partially Allowed","2","2348","74","1268","1006"
"1761","Appeal","Allowed","15","2348","74","1268","1006"
"1761","Application Filed","Not Allowed","286","2348","74","1268","1006"
"1761","Application Filed","Allowed","191","2348","74","1268","1006"
"1761","Appeal","Not Allowed","56","2348","74","1268","1006"
"1761","Interview","Not Allowed","467","2348","74","1268","1006"
"1761","Interview","Allowed","801","2348","74","1268","1006"
"1762","RCE","Allowed","1","1613","25","945","643"
"1762","Appeal","Not Allowed","14","1613","25","945","643"
"1762","RCE","Not Allowed","642","1613","25","945","643"
"1762","Application Filed","Not Allowed","254","1613","25","945","643"
"1762","Interview","Not Allowed","259","1613","25","945","643"
"1762","Interview","Allowed","686","1613","25","945","643"
"1762","Appeal","Allowed","10","1613","25","945","643"
"1762","Appeal","Partially Allowed","1","1613","25","945","643"
"1762","Application Filed","Allowed","442","1613","25","945","643"
"1763","Application Filed","Allowed","119","2098","37","1103","958"
"1763","Appeal","Allowed","10","2098","37","1103","958"
"1763","Interview","Allowed","625","2098","37","1103","958"
"1763","Application Filed","Not Allowed","197","2098","37","1103","958"
"1763","Interview","Not Allowed","478","2098","37","1103","958"
"1763","RCE","Not Allowed","958","2098","37","1103","958"
"1763","Appeal","Not Allowed","26","2098","37","1103","958"
"1763","Appeal","Partially Allowed","1","2098","37","1103","958"
"1764","Application Filed","Allowed","208","1921","26","1198","697"
"1764","Appeal","Allowed","6","1921","26","1198","697"
"1764","RCE","Not Allowed","697","1921","26","1198","697"
"1764","Appeal","Not Allowed","20","1921","26","1198","697"
"1764","Application Filed","Not Allowed","202","1921","26","1198","697"
"1764","Interview","Not Allowed","405","1921","26","1198","697"
"1764","Interview","Allowed","793","1921","26","1198","697"
"1765","Appeal","Not Allowed","12","1933","21","1125","787"
"1765","Interview","Not Allowed","425","1933","21","1125","787"
"1765","RCE","Allowed","1","1933","21","1125","787"
"1765","Appeal","Allowed","9","1933","21","1125","787"
"1765","Application Filed","Allowed","355","1933","21","1125","787"
"1765","RCE","Not Allowed","786","1933","21","1125","787"
"1765","Interview","Allowed","700","1933","21","1125","787"
"1765","Application Filed","Not Allowed","318","1933","21","1125","787"
"1766","Application Filed","Not Allowed","182","1583","20","919","644"
"1766","RCE","Not Allowed","643","1583","20","919","644"
"1766","Application Filed","Allowed","234","1583","20","919","644"
"1766","Appeal","Not Allowed","15","1583","20","919","644"
