"examiner_name","node","node_next","route_application","total_application","appeal_application","interview_application","rce_application"
"ADESANYA, OLUJIMI A","Interview","Not Allowed","67","160","1","93","66"
"ADESANYA, OLUJIMI A","Interview","Allowed","26","160","1","93","66"
"ADESANYA, OLUJIMI A","Appeal","Not Allowed","1","160","1","93","66"
"ADESANYA, OLUJIMI A","Application Filed","Not Allowed","7","160","1","93","66"
"ADESANYA, OLUJIMI A","RCE","Allowed","1","160","1","93","66"
"ADESANYA, OLUJIMI A","Application Filed","Allowed","9","160","1","93","66"
"ADESANYA, OLUJIMI A","RCE","Not Allowed","65","160","1","93","66"
"ADHAMI, MOHAMMAD SAJID","Interview","Not Allowed","57","186","4","116","66"
"ADHAMI, MOHAMMAD SAJID","Application Filed","Not Allowed","4","186","4","116","66"
"ADHAMI, MOHAMMAD SAJID","Appeal","Allowed","2","186","4","116","66"
"ADHAMI, MOHAMMAD SAJID","Interview","Allowed","59","186","4","116","66"
"ADHAMI, MOHAMMAD SAJID","RCE","Not Allowed","66","186","4","116","66"
"ADHAMI, MOHAMMAD SAJID","Appeal","Not Allowed","2","186","4","116","66"
"ADHAMI, MOHAMMAD SAJID","Application Filed","Allowed","17","186","4","116","66"
"ADHLAKHA, RITA P","Interview","Not Allowed","9","21",,"16","5"
"ADHLAKHA, RITA P","Application Filed","Not Allowed","3","21",,"16","5"
"ADHLAKHA, RITA P","Interview","Allowed","7","21",,"16","5"
"ADHLAKHA, RITA P","Application Filed","Allowed","18","21",,"16","5"
"ADHLAKHA, RITA P","RCE","Not Allowed","5","21",,"16","5"
"ADJAGBE, MAXIME M","RCE","Not Allowed","26","103","3","74","26"
"ADJAGBE, MAXIME M","Interview","Allowed","52","103","3","74","26"
"ADJAGBE, MAXIME M","Appeal","Not Allowed","1","103","3","74","26"
"ADJAGBE, MAXIME M","Application Filed","Allowed","13","103","3","74","26"
"ADJAGBE, MAXIME M","Interview","Not Allowed","22","103","3","74","26"
"ADJAGBE, MAXIME M","Application Filed","Not Allowed","13","103","3","74","26"
"ADJAGBE, MAXIME M","Appeal","Allowed","2","103","3","74","26"
"ADNAN, MUHAMMAD","Interview","Allowed","103","186",,"144","42"
"ADNAN, MUHAMMAD","Interview","Not Allowed","41","186",,"144","42"
"ADNAN, MUHAMMAD","RCE","Not Allowed","41","186",,"144","42"
"ADNAN, MUHAMMAD","Application Filed","Allowed","3","186",,"144","42"
"ADNAN, MUHAMMAD","RCE","Allowed","1","186",,"144","42"
"ADNAN, MUHAMMAD","Application Filed","Not Allowed","14","186",,"144","42"
"ADZAMLI, KOFI","Application Filed","Not Allowed","3","19",,"17","2"
"ADZAMLI, KOFI","Interview","Allowed","15","19",,"17","2"
"ADZAMLI, KOFI","Application Filed","Allowed","15","19",,"17","2"
"ADZAMLI, KOFI","RCE","Not Allowed","2","19",,"17","2"
"ADZAMLI, KOFI","Interview","Not Allowed","2","19",,"17","2"
"AEDER, SEAN E","Application Filed","Not Allowed","28","166","9","85","72"
"AEDER, SEAN E","Interview","Allowed","32","166","9","85","72"
"AEDER, SEAN E","RCE","Not Allowed","72","166","9","85","72"
"AEDER, SEAN E","Appeal","Not Allowed","7","166","9","85","72"
"AEDER, SEAN E","Interview","Not Allowed","53","166","9","85","72"
"AEDER, SEAN E","Appeal","Allowed","2","166","9","85","72"
"AEDER, SEAN E","Application Filed","Allowed","3","166","9","85","72"
"AFFUL, CHRISTOPHER M","Application Filed","Not Allowed","13","153","5","93","55"
"AFFUL, CHRISTOPHER M","Appeal","Allowed","1","153","5","93","55"
"AFFUL, CHRISTOPHER M","Interview","Allowed","31","153","5","93","55"
"AFFUL, CHRISTOPHER M","RCE","Not Allowed","55","153","5","93","55"
"AFFUL, CHRISTOPHER M","Appeal","Not Allowed","4","153","5","93","55"
"AFFUL, CHRISTOPHER M","Interview","Not Allowed","62","153","5","93","55"
"AFFUL, CHRISTOPHER M","Application Filed","Allowed","8","153","5","93","55"
"AFREMOVA, VERA","Interview","Not Allowed","17","87","2","26","59"
"AFREMOVA, VERA","Interview","Allowed","9","87","2","26","59"
"AFREMOVA, VERA","Appeal","Not Allowed","2","87","2","26","59"
"AFREMOVA, VERA","RCE","Not Allowed","59","87","2","26","59"
"AFREMOVA, VERA","Application Filed","Not Allowed","19","87","2","26","59"
"AFREMOVA, VERA","Application Filed","Allowed","1","87","2","26","59"
"AFRIFA-KYEI, ANTHONY D","Appeal","Not Allowed","8","169","9","79","81"
"AFRIFA-KYEI, ANTHONY D","Interview","Not Allowed","56","169","9","79","81"
"AFRIFA-KYEI, ANTHONY D","Application Filed","Allowed","4","169","9","79","81"
"AFRIFA-KYEI, ANTHONY D","RCE","Not Allowed","81","169","9","79","81"
"AFRIFA-KYEI, ANTHONY D","Interview","Allowed","23","169","9","79","81"
"AFRIFA-KYEI, ANTHONY D","Appeal","Allowed","1","169","9","79","81"
"AFRIFA-KYEI, ANTHONY D","Application Filed","Not Allowed","10","169","9","79","81"
"AFSHAR, KAMRAN","Interview","Not Allowed","1","1",,"1",
"AFSHAR, KAMRAN","Application Filed","Not Allowed","2","1",,"1",
"AFTERGUT, JEFFRY H","Application Filed","Not Allowed","12","102","3","59","40"
"AFTERGUT, JEFFRY H","RCE","Not Allowed","40","102","3","59","40"
"AFTERGUT, JEFFRY H","Interview","Not Allowed","21","102","3","59","40"
"AFTERGUT, JEFFRY H","Application Filed","Allowed","43","102","3","59","40"
"AFTERGUT, JEFFRY H","Interview","Allowed","38","102","3","59","40"
"AFTERGUT, JEFFRY H","Appeal","Not Allowed","3","102","3","59","40"
"AFZALI, SARANG","RCE","Not Allowed","21","124","1","102","21"
"AFZALI, SARANG","Application Filed","Not Allowed","9","124","1","102","21"
"AFZALI, SARANG","Appeal","Allowed","1","124","1","102","21"
"AFZALI, SARANG","Interview","Allowed","74","124","1","102","21"
"AFZALI, SARANG","Interview","Not Allowed","28","124","1","102","21"
"AFZALI, SARANG","Application Filed","Allowed","3","124","1","102","21"
"AGA, SORI A","RCE","Not Allowed","16","30",,"14","16"
"AGA, SORI A","Interview","Not Allowed","7","30",,"14","16"
"AGA, SORI A","Interview","Allowed","7","30",,"14","16"
"AGA, SORI A","Application Filed","Allowed","6","30",,"14","16"
"AGA, SORI A","Application Filed","Not Allowed","1","30",,"14","16"
"AGAHI, DARIOUSH","Interview","Not Allowed","19","75",,"48","27"
"AGAHI, DARIOUSH","Application Filed","Allowed","1","75",,"48","27"
"AGAHI, DARIOUSH","Interview","Allowed","29","75",,"48","27"
"AGAHI, DARIOUSH","RCE","Not Allowed","27","75",,"48","27"
"AGAHI, PUYA","Application Filed","Allowed","2","133","4","80","49"
"AGAHI, PUYA","Appeal","Allowed","1","133","4","80","49"
"AGAHI, PUYA","Application Filed","Not Allowed","7","133","4","80","49"
"AGAHI, PUYA","Interview","Allowed","27","133","4","80","49"
"AGAHI, PUYA","Appeal","Not Allowed","3","133","4","80","49"
"AGAHI, PUYA","RCE","Not Allowed","49","133","4","80","49"
"AGAHI, PUYA","Interview","Not Allowed","53","133","4","80","49"
"AGARED, GABRIEL T","Application Filed","Allowed","9","96","2","68","26"
"AGARED, GABRIEL T","RCE","Not Allowed","26","96","2","68","26"
"AGARED, GABRIEL T","Interview","Allowed","45","96","2","68","26"
"AGARED, GABRIEL T","Application Filed","Not Allowed","5","96","2","68","26"
"AGARED, GABRIEL T","Interview","Not Allowed","23","96","2","68","26"
"AGARED, GABRIEL T","Appeal","Not Allowed","2","96","2","68","26"
"AGBONLAHOR, OGHOSAMAMWEN","Application Filed","Not Allowed","1",,,,
"AGGARWAL, YOGESH K","Interview","Not Allowed","6","55","1","21","33"
"AGGARWAL, YOGESH K","Application Filed","Not Allowed","6","55","1","21","33"
"AGGARWAL, YOGESH K","Appeal","Not Allowed","1","55","1","21","33"
"AGGARWAL, YOGESH K","RCE","Not Allowed","33","55","1","21","33"
"AGGARWAL, YOGESH K","Interview","Allowed","15","55","1","21","33"
"AGGARWAL, YOGESH K","Application Filed","Allowed","42","55","1","21","33"
"AGGER, THOMAS DREW","Interview","Allowed","8","11",,"10","1"
"AGGER, THOMAS DREW","RCE","Not Allowed","1","11",,"10","1"
"AGGER, THOMAS DREW","Interview","Not Allowed","2","11",,"10","1"
"AGGER, THOMAS DREW","Application Filed","Not Allowed","12","11",,"10","1"
"AGHARAHIMI, FARHAD","Interview","Allowed","13","103","1","72","30"
"AGHARAHIMI, FARHAD","RCE","Not Allowed","30","103","1","72","30"
"AGHARAHIMI, FARHAD","Interview","Not Allowed","59","103","1","72","30"
"AGHARAHIMI, FARHAD","Application Filed","Allowed","8","103","1","72","30"
"AGHARAHIMI, FARHAD","Appeal","Not Allowed","1","103","1","72","30"
"AGHARAHIMI, FARHAD","Application Filed","Not Allowed","5","103","1","72","30"
"AGHDAM, FRESHTEH N","Application Filed","Allowed","135","65","1","12","52"
"AGHDAM, FRESHTEH N","RCE","Not Allowed","51","65","1","12","52"
"AGHDAM, FRESHTEH N","Appeal","Not Allowed","1","65","1","12","52"
"AGHDAM, FRESHTEH N","Interview","Not Allowed","1","65","1","12","52"
"AGHDAM, FRESHTEH N","Interview","Allowed","11","65","1","12","52"
"AGHDAM, FRESHTEH N","RCE","Allowed","1","65","1","12","52"
"AGHDAM, FRESHTEH N","Application Filed","Not Allowed","5","65","1","12","52"
"AGHEVLI, REZA","Interview","Not Allowed","52","193","3","124","66"
"AGHEVLI, REZA","Appeal","Not Allowed","2","193","3","124","66"
"AGHEVLI, REZA","Interview","Allowed","72","193","3","124","66"
"AGHEVLI, REZA","Application Filed","Allowed","19","193","3","124","66"
"AGHEVLI, REZA","Appeal","Allowed","1","193","3","124","66"
"AGHEVLI, REZA","Application Filed","Not Allowed","12","193","3","124","66"
"AGHEVLI, REZA","RCE","Not Allowed","66","193","3","124","66"
"AGILEE, OMEED","Application Filed","Not Allowed","3","125",,"125",
"AGILEE, OMEED","Interview","Allowed","99","125",,"125",
"AGILEE, OMEED","Interview","Not Allowed","26","125",,"125",
"AGILEE, OMEED","Application Filed","Allowed","304","125",,"125",
"AGRA, FRANCISCO ALBANO","Application Filed","Allowed","3","3",,"3",
"AGRA, FRANCISCO ALBANO","Interview","Allowed","3","3",,"3",
"AGUDELO, PAOLA","Interview","Allowed","23","60","6","31","23"
"AGUDELO, PAOLA","Application Filed","Not Allowed","19","60","6","31","23"
"AGUDELO, PAOLA","Appeal","Not Allowed","5","60","6","31","23"
"AGUDELO, PAOLA","Appeal","Allowed","1","60","6","31","23"
"AGUDELO, PAOLA","Application Filed","Allowed","32","60","6","31","23"
"AGUDELO, PAOLA","RCE","Not Allowed","23","60","6","31","23"
"AGUDELO, PAOLA","Interview","Not Allowed","8","60","6","31","23"
"AGUIAR, JOHNNY B","Appeal","Allowed","1","91","1","51","39"
"AGUIAR, JOHNNY B","Interview","Not Allowed","29","91","1","51","39"
"AGUIAR, JOHNNY B","RCE","Not Allowed","39","91","1","51","39"
"AGUIAR, JOHNNY B","Interview","Allowed","22","91","1","51","39"
"AGUIAR, JOHNNY B","Application Filed","Not Allowed","3","91","1","51","39"
"AGUIAR, JOHNNY B","Application Filed","Allowed","20","91","1","51","39"
"AGUILERA, TODD","Appeal","Not Allowed","1","237","2","164","71"
"AGUILERA, TODD","Application Filed","Not Allowed","6","237","2","164","71"
"AGUILERA, TODD","Interview","Allowed","56","237","2","164","71"
"AGUILERA, TODD","Interview","Not Allowed","108","237","2","164","71"
"AGUILERA, TODD","RCE","Not Allowed","71","237","2","164","71"
"AGUILERA, TODD","Application Filed","Allowed","2","237","2","164","71"
"AGUILERA, TODD","Appeal","Partially Allowed","1","237","2","164","71"
"AGUIRRE, AMANDA L","Interview","Allowed","76","160","2","114","44"
"AGUIRRE, AMANDA L","Application Filed","Not Allowed","25","160","2","114","44"
"AGUIRRE, AMANDA L","Application Filed","Allowed","16","160","2","114","44"
"AGUIRRE, AMANDA L","Appeal","Not Allowed","2","160","2","114","44"
"AGUIRRE, AMANDA L","RCE","Not Allowed","44","160","2","114","44"
"AGUIRRE, AMANDA L","Interview","Not Allowed","38","160","2","114","44"
"AGUREYEV, VLADISLAV Y","Interview","Allowed","27","47",,"33","14"
"AGUREYEV, VLADISLAV Y","Application Filed","Allowed","28","47",,"33","14"
"AGUREYEV, VLADISLAV Y","Application Filed","Not Allowed","2","47",,"33","14"
"AGUREYEV, VLADISLAV Y","RCE","Not Allowed","14","47",,"33","14"
"AGUREYEV, VLADISLAV Y","Interview","Not Allowed","6","47",,"33","14"
"AGUSTIN, PETER VINCENT","Interview","Allowed","36","67","1","42","24"
"AGUSTIN, PETER VINCENT","RCE","Not Allowed","24","67","1","42","24"
"AGUSTIN, PETER VINCENT","Appeal","Not Allowed","1","67","1","42","24"
"AGUSTIN, PETER VINCENT","Application Filed","Allowed","78","67","1","42","24"
"AGUSTIN, PETER VINCENT","Application Filed","Not Allowed","7","67","1","42","24"
"AGUSTIN, PETER VINCENT","Interview","Not Allowed","6","67","1","42","24"
"AGWUMEZIE, CHINEDU CHARLES","Interview","Not Allowed","12","86","9","15","62"
"AGWUMEZIE, CHINEDU CHARLES","RCE","Not Allowed","62","86","9","15","62"
"AGWUMEZIE, CHINEDU CHARLES","Appeal","Allowed","3","86","9","15","62"
"AGWUMEZIE, CHINEDU CHARLES","Interview","Allowed","3","86","9","15","62"
"AGWUMEZIE, CHINEDU CHARLES","Appeal","Not Allowed","6","86","9","15","62"
"AGWUMEZIE, CHINEDU CHARLES","Application Filed","Not Allowed","5","86","9","15","62"
"AHMAD, CHARISSA L","Interview","Not Allowed","20","54","2","33","19"
"AHMAD, CHARISSA L","Application Filed","Not Allowed","8","54","2","33","19"
"AHMAD, CHARISSA L","Interview","Allowed","13","54","2","33","19"
"AHMAD, CHARISSA L","Application Filed","Allowed","1","54","2","33","19"
"AHMAD, CHARISSA L","Appeal","Allowed","2","54","2","33","19"
"AHMAD, CHARISSA L","RCE","Not Allowed","19","54","2","33","19"
"AHMAD, FARIA F","Application Filed","Not Allowed","4","45","3","19","23"
"AHMAD, FARIA F","Interview","Allowed","8","45","3","19","23"
"AHMAD, FARIA F","RCE","Not Allowed","23","45","3","19","23"
"AHMAD, FARIA F","Interview","Not Allowed","11","45","3","19","23"
"AHMAD, FARIA F","Appeal","Not Allowed","2","45","3","19","23"
"AHMAD, FARIA F","Appeal","Allowed","1","45","3","19","23"
"AHMAD, KHAJA","Appeal","Not Allowed","3","218","5","116","97"
"AHMAD, KHAJA","Application Filed","Not Allowed","4","218","5","116","97"
"AHMAD, KHAJA","Interview","Not Allowed","50","218","5","116","97"
"AHMAD, KHAJA","Appeal","Allowed","2","218","5","116","97"
"AHMAD, KHAJA","Interview","Allowed","66","218","5","116","97"
"AHMAD, KHAJA","Application Filed","Allowed","30","218","5","116","97"
"AHMAD, KHAJA","RCE","Not Allowed","97","218","5","116","97"
"AHMAD, NOOR F","Interview","Allowed","2","3",,"3",
"AHMAD, NOOR F","Application Filed","Not Allowed","5","3",,"3",
"AHMAD, NOOR F","Interview","Not Allowed","1","3",,"3",
"AHMAD, SHAHZEB K","Application Filed","Allowed","33","90","3","50","37"
"AHMAD, SHAHZEB K","RCE","Not Allowed","37","90","3","50","37"
"AHMAD, SHAHZEB K","Appeal","Allowed","1","90","3","50","37"
"AHMAD, SHAHZEB K","Application Filed","Not Allowed","6","90","3","50","37"
"AHMAD, SHAHZEB K","Appeal","Not Allowed","2","90","3","50","37"
"AHMAD, SHAHZEB K","Interview","Not Allowed","21","90","3","50","37"
"AHMAD, SHAHZEB K","Interview","Allowed","29","90","3","50","37"
"AHMAD, YAHYA ALSAYED","Interview","Allowed","1","1",,"1",
"AHMAD, YAHYA ALSAYED","Application Filed","Allowed","6","1",,"1",
"AHMADI, MOHSEN","Application Filed","Allowed","4","126",,"97","29"
"AHMADI, MOHSEN","Application Filed","Not Allowed","3","126",,"97","29"
"AHMADI, MOHSEN","Interview","Allowed","77","126",,"97","29"
"AHMADI, MOHSEN","RCE","Not Allowed","29","126",,"97","29"
"AHMADI, MOHSEN","Interview","Not Allowed","20","126",,"97","29"
"AHMED ALI, MOHAMED K","RCE","Not Allowed","34","107","2","71","34"
"AHMED ALI, MOHAMED K","Interview","Not Allowed","31","107","2","71","34"
"AHMED ALI, MOHAMED K","Interview","Allowed","40","107","2","71","34"
"AHMED ALI, MOHAMED K","Application Filed","Not Allowed","17","107","2","71","34"
"AHMED ALI, MOHAMED K","Application Filed","Allowed","10","107","2","71","34"
"AHMED ALI, MOHAMED K","Appeal","Not Allowed","2","107","2","71","34"
"AHMED, ABDULLAHI","Application Filed","Allowed","29","59","3","31","25"
"AHMED, ABDULLAHI","Application Filed","Not Allowed","5","59","3","31","25"
"AHMED, ABDULLAHI","Interview","Allowed","14","59","3","31","25"
"AHMED, ABDULLAHI","Appeal","Allowed","3","59","3","31","25"
"AHMED, ABDULLAHI","RCE","Not Allowed","25","59","3","31","25"
"AHMED, ABDULLAHI","Interview","Not Allowed","17","59","3","31","25"
"AHMED, ATIQUE","Application Filed","Not Allowed","5","181","2","119","60"
"AHMED, ATIQUE","Application Filed","Allowed","10","181","2","119","60"
"AHMED, ATIQUE","RCE","Not Allowed","60","181","2","119","60"
"AHMED, ATIQUE","Interview","Not Allowed","68","181","2","119","60"
"AHMED, ATIQUE","Appeal","Not Allowed","1","181","2","119","60"
"AHMED, ATIQUE","Interview","Allowed","51","181","2","119","60"
"AHMED, ATIQUE","Appeal","Allowed","1","181","2","119","60"
"AHMED, ENAM","RCE","Not Allowed","12","77",,"65","12"
"AHMED, ENAM","Interview","Allowed","59","77",,"65","12"
"AHMED, ENAM","Application Filed","Allowed","4","77",,"65","12"
"AHMED, ENAM","Interview","Not Allowed","6","77",,"65","12"
"AHMED, ENAM","Application Filed","Not Allowed","2","77",,"65","12"
"AHMED, HASAN SYED","Appeal","Allowed","2","109","3","55","51"
"AHMED, HASAN SYED","RCE","Not Allowed","51","109","3","55","51"
"AHMED, HASAN SYED","Interview","Allowed","39","109","3","55","51"
"AHMED, HASAN SYED","Application Filed","Not Allowed","9","109","3","55","51"
"AHMED, HASAN SYED","Application Filed","Allowed","2","109","3","55","51"
"AHMED, HASAN SYED","Interview","Not Allowed","16","109","3","55","51"
"AHMED, HASAN SYED","Appeal","Not Allowed","1","109","3","55","51"
"AHMED, ISTIAQUE","RCE","Not Allowed","24","82","1","57","24"
"AHMED, ISTIAQUE","Interview","Not Allowed","28","82","1","57","24"
"AHMED, ISTIAQUE","Application Filed","Not Allowed","4","82","1","57","24"
"AHMED, ISTIAQUE","Application Filed","Allowed","3","82","1","57","24"
"AHMED, ISTIAQUE","Appeal","Not Allowed","1","82","1","57","24"
"AHMED, ISTIAQUE","Interview","Allowed","29","82","1","57","24"
"AHMED, JAMIL","Appeal","Allowed","1","153","2","94","57"
"AHMED, JAMIL","Interview","Not Allowed","44","153","2","94","57"
"AHMED, JAMIL","Application Filed","Not Allowed","11","153","2","94","57"
"AHMED, JAMIL","Appeal","Not Allowed","1","153","2","94","57"
"AHMED, JAMIL","RCE","Not Allowed","56","153","2","94","57"
"AHMED, JAMIL","RCE","Allowed","1","153","2","94","57"
"AHMED, JAMIL","Application Filed","Allowed","92","153","2","94","57"
"AHMED, JAMIL","Interview","Allowed","50","153","2","94","57"
"AHMED, MAHABUB S","Application Filed","Allowed","4","73","4","47","22"
"AHMED, MAHABUB S","Appeal","Allowed","4","73","4","47","22"
"AHMED, MAHABUB S","Interview","Allowed","25","73","4","47","22"
"AHMED, MAHABUB S","RCE","Not Allowed","22","73","4","47","22"
"AHMED, MAHABUB S","Application Filed","Not Allowed","2","73","4","47","22"
"AHMED, MAHABUB S","Interview","Not Allowed","22","73","4","47","22"
"AHMED, MASUD","Application Filed","Allowed","11","75",,"43","32"
"AHMED, MASUD","Interview","Not Allowed","17","75",,"43","32"
"AHMED, MASUD","Interview","Allowed","26","75",,"43","32"
"AHMED, MASUD","RCE","Not Allowed","32","75",,"43","32"
"AHMED, MASUD","Application Filed","Not Allowed","5","75",,"43","32"
"AHMED, MOBEEN","RCE","Not Allowed","38","56",,"18","38"
"AHMED, MOBEEN","Interview","Not Allowed","15","56",,"18","38"
"AHMED, MOBEEN","Interview","Allowed","3","56",,"18","38"
"AHMED, MOBEEN","Application Filed","Allowed","3","56",,"18","38"
"AHMED, MOBEEN","Application Filed","Not Allowed","7","56",,"18","38"
"AHMED, MOHAMMED","Interview","Allowed","22","42",,"31","11"
"AHMED, MOHAMMED","Application Filed","Allowed","10","42",,"31","11"
"AHMED, MOHAMMED","RCE","Not Allowed","11","42",,"31","11"
"AHMED, MOHAMMED","Interview","Not Allowed","9","42",,"31","11"
"AHMED, NASIR UDDIN","Application Filed","Not Allowed","13","82","3","63","16"
"AHMED, NASIR UDDIN","Interview","Allowed","47","82","3","63","16"
"AHMED, NASIR UDDIN","Appeal","Not Allowed","2","82","3","63","16"
"AHMED, NASIR UDDIN","Application Filed","Allowed","3","82","3","63","16"
"AHMED, NASIR UDDIN","Interview","Not Allowed","16","82","3","63","16"
"AHMED, NASIR UDDIN","Appeal","Allowed","1","82","3","63","16"
"AHMED, NASIR UDDIN","RCE","Not Allowed","16","82","3","63","16"
"AHMED, NIZAM U","Appeal","Not Allowed","5","152","8","87","57"
"AHMED, NIZAM U","Appeal","Allowed","3","152","8","87","57"
"AHMED, NIZAM U","Interview","Allowed","26","152","8","87","57"
"AHMED, NIZAM U","Interview","Not Allowed","61","152","8","87","57"
"AHMED, NIZAM U","RCE","Not Allowed","57","152","8","87","57"
"AHMED, NIZAM U","Application Filed","Not Allowed","4","152","8","87","57"
